,label_2,sentiment,sentiment_2,Interest_rate,change_of_rate
2015-11-01,-1.2221531177823214e-12,-0.07550338428633398,-0.759413493374283,0.5,0.0
2015-12-01,-8.578131690363733e-13,-0.046416534044239906,-0.6804320747789777,0.5,0.0
2016-01-01,-6.03698350321718e-13,0.08924316250601125,-0.5840132775194755,0.5,0.0
2016-02-01,-0.009637345164366371,-0.07392981051327713,-0.7014767063257935,0.5,0.0
2016-03-01,-0.30588158199998444,-0.007245944494449401,-0.5981277035254083,0.5,0.0
2016-04-01,-0.5100815002304926,-0.1203083933532616,-0.7163529053802542,0.5,0.0
2016-05-01,-0.6554451673785592,-0.13512109484206067,-0.800513805344675,0.5,0.0
2016-06-01,-0.7571758521023421,-0.21629223521879223,-0.8594126082458805,0.5,0.0
2016-07-01,-0.829366018997138,-0.16067139994335242,-0.9012083989936425,0.5,0.0
2016-08-01,-0.8798160167913722,-0.18473427172950194,-0.9304173292639625,0.5,-0.25
2016-09-01,-0.9155602921987025,-0.17318299550023206,-0.9511121180366805,0.25,0.0
2016-10-01,-0.9308851258394976,-0.18360008375765335,-0.9607660011037099,0.25,0.0
2016-11-01,-0.654768557512137,-0.22447301225006835,-0.8250563723553105,0.25,0.0
2016-12-01,-0.45947862632712216,-0.09982653014377263,-0.759414183081078,0.25,0.0
2017-01-01,-0.32331815737398595,0.009121015605554719,-0.7590265741053507,0.25,0.0
2017-02-01,-0.22700509106619182,-0.05571196879196137,-0.8243840287860561,0.25,0.0
2017-03-01,-0.15904574436492638,0.15995172419790166,-0.6843346996929646,0.25,0.0
2017-04-01,-0.11267013892573748,0.08804603771430104,-0.7725741595735047,0.25,0.0
2017-05-01,-0.06961851301713999,0.10503746441757776,-0.7255803572287366,0.25,0.0
2017-06-01,0.24493835567532238,-0.06583413539513112,-0.7871688173260208,0.25,0.0
2017-07-01,0.468788450698954,0.16361929214078608,-0.27308168638305613,0.25,0.0
2017-08-01,0.6255390817741924,0.062386338195940784,-0.3542214564849202,0.25,0.0
2017-09-01,0.7367548801655371,0.31792637770668297,0.047985591436804746,0.25,0.0
2017-10-01,0.815299249209805,0.6655388605408928,0.3201733885482248,0.25,0.0
2017-11-01,0.8700473300654378,0.5611376696355493,0.15829782437695264,0.25,0.25
2017-12-01,0.9087882106433641,0.24118746748164815,-0.1785389963165319,0.5,0.0
2018-01-01,0.9262021717590663,0.32322136109331323,-0.1569900140421429,0.5,0.0
2018-02-01,0.6599989049803118,0.6217018826912455,0.1683088957320781,0.5,0.0
2018-03-01,0.7617694276347969,0.4493044117957856,-0.17304512006045905,0.5,0.0
2018-04-01,0.8312261098494482,0.4198342868383648,-0.18090387853762344,0.5,0.0
2018-05-01,0.8810180434698293,0.44458313009292666,-0.19438419121024056,0.5,0.0
2018-06-01,0.9160065981916637,0.36849018326839134,-0.4249174668223692,0.5,0.0
2018-07-01,0.9409067620901597,0.3705296973540604,-0.396946836196948,0.5,0.0
2018-08-01,0.9583435705358772,0.33239564036097,-0.3607715463474511,0.5,0.25
2018-09-01,0.9707153789702442,0.21311702968072246,-0.5506200781616708,0.75,0.0
