,Entry,sentiment,word_count_positive,word_count_negative,doc_count_positive,doc_count_negative,p percentage word,n percentage word,p percentage document,n percentage document
8697,return,Neutral,52,51.0,22,33.0,0.5048543689320388,0.49514563106796117,0.4,0.6
8962,sale,Neutral,31,26.0,23,22.0,0.543859649122807,0.45614035087719296,0.5111111111111111,0.4888888888888889
9008,save,Neutral,13,10.0,12,8.0,0.5652173913043478,0.43478260869565216,0.6,0.4
9132,secur,Neutral,5,10.0,4,7.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,0.6363636363636364
10188,suppli,Neutral,92,122.0,44,53.0,0.42990654205607476,0.5700934579439252,0.4536082474226804,0.5463917525773195
10365,tax,Neutral,13,7.0,11,4.0,0.65,0.35,0.7333333333333333,0.26666666666666666
10725,trade,Neutral,112,89.0,48,40.0,0.5572139303482587,0.4427860696517413,0.5454545454545454,0.45454545454545453
10783,treasuri,Neutral,9,9.0,6,7.0,0.5,0.5,0.46153846153846156,0.5384615384615384
10981,unemploy,Neutral,58,45.0,27,31.0,0.5631067961165048,0.4368932038834951,0.46551724137931033,0.5344827586206896
11020,union,Neutral,22,26.0,8,9.0,0.4583333333333333,0.5416666666666666,0.47058823529411764,0.5294117647058824
11169,util,Neutral,3,11.0,3,11.0,0.21428571428571427,0.7857142857142857,0.21428571428571427,0.7857142857142857
11340,wage,Neutral,89,123.0,40,52.0,0.419811320754717,0.5801886792452831,0.43478260869565216,0.5652173913043478
11757,yield,Neutral,34,46.0,26,30.0,0.425,0.575,0.4642857142857143,0.5357142857142857
