,Entry,sentiment,word_count_positive,word_count_negative,doc_count_positive,doc_count_negative,p percentage word,n percentage word,p percentage document,n percentage document
3319,earn,Neutral,13,16.0,9,8.0,0.4482758620689655,0.5517241379310345,0.5294117647058824,0.47058823529411764
3352,econom,Neutral,107,64.0,48,39.0,0.6257309941520468,0.3742690058479532,0.5517241379310345,0.4482758620689655
3357,economi,Neutral,214,233.0,76,76.0,0.47874720357941836,0.5212527964205816,0.5,0.5
3481,employ,Neutral,39,49.0,31,37.0,0.4431818181818182,0.5568181818181818,0.45588235294117646,0.5441176470588235
3607,equiti,Postive,81,69.0,26,26.0,0.54,0.46,0.5,0.5
3721,exchang,Neutral,18,22.0,16,13.0,0.45,0.55,0.5517241379310345,0.4482758620689655
3775,expenditur,Neutral,29,25.0,24,20.0,0.5370370370370371,0.46296296296296297,0.5454545454545454,0.45454545454545453
3927,farm,Neutral,34,34.0,32,34.0,0.5,0.5,0.48484848484848486,0.5151515151515151
4084,financ,Neutral,9,13.0,9,13.0,0.4090909090909091,0.5909090909090909,0.4090909090909091,0.5909090909090909
4086,financi,Neutral,70,63.0,52,43.0,0.5263157894736842,0.47368421052631576,0.5473684210526316,0.45263157894736844
4109,firm,Neutral,30,24.0,20,17.0,0.5555555555555556,0.4444444444444444,0.5405405405405406,0.4594594594594595
4121,fiscal,Neutral,59,44.0,36,36.0,0.5728155339805825,0.42718446601941745,0.5,0.5
4431,fund,Neutral,8,22.0,8,16.0,0.26666666666666666,0.7333333333333333,0.3333333333333333,0.6666666666666666
4460,gain,Postive,6,7.0,5,6.0,0.46153846153846156,0.5384615384615384,0.45454545454545453,0.5454545454545454
4639,good,Neutral,53,36.0,33,28.0,0.5955056179775281,0.4044943820224719,0.5409836065573771,0.45901639344262296
5359,incom,Neutral,19,40.0,13,33.0,0.3220338983050847,0.6779661016949152,0.2826086956521739,0.717391304347826
5438,industri,Neutral,111,90.0,56,52.0,0.5522388059701493,0.44776119402985076,0.5185185185185185,0.48148148148148145
5611,interest,Neutral,53,44.0,28,28.0,0.5463917525773195,0.4536082474226804,0.5,0.5
5671,inventori,Neutral,14,22.0,13,19.0,0.3888888888888889,0.6111111111111112,0.40625,0.59375
5675,invest,Neutral,121,105.0,53,48.0,0.5353982300884956,0.4646017699115044,0.5247524752475248,0.4752475247524752
5766,job,Neutral,20,4.0,14,3.0,0.8333333333333334,0.16666666666666666,0.8235294117647058,0.17647058823529413
6159,loan,Neutral,9,11.0,7,10.0,0.45,0.55,0.4117647058823529,0.5882352941176471
6351,manag,Neutral,83,77.0,62,56.0,0.51875,0.48125,0.5254237288135594,0.4745762711864407
6399,market,Neutral,249,227.0,75,74.0,0.523109243697479,0.47689075630252103,0.5033557046979866,0.4966442953020134
6714,monetari,Neutral,37,44.0,29,34.0,0.4567901234567901,0.5432098765432098,0.4603174603174603,0.5396825396825397
6715,money,Neutral,11,4.0,10,4.0,0.7333333333333333,0.26666666666666666,0.7142857142857143,0.2857142857142857
6743,mortgag,Neutral,27,5.0,18,4.0,0.84375,0.15625,0.8181818181818182,0.18181818181818182
7144,oil,Neutral,172,188.0,57,59.0,0.4777777777777778,0.5222222222222223,0.49137931034482757,0.5086206896551724
7278,output,Neutral,115,127.0,57,61.0,0.47520661157024796,0.5247933884297521,0.4830508474576271,0.5169491525423728
7444,partner,Postive,14,3.0,14,3.0,0.8235294117647058,0.17647058823529413,0.8235294117647058,0.17647058823529413
7514,payrol,Neutral,36,40.0,32,36.0,0.47368421052631576,0.5263157894736842,0.47058823529411764,0.5294117647058824
7844,post,Neutral,7,5.0,7,5.0,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.4166666666666667
7977,price,Neutral,404,412.0,78,79.0,0.4950980392156863,0.5049019607843137,0.4968152866242038,0.5031847133757962
8039,produc,Neutral,26,26.0,17,17.0,0.5,0.5,0.5,0.5
8041,product,Neutral,122,120.0,55,58.0,0.5041322314049587,0.49586776859504134,0.48672566371681414,0.5132743362831859
8051,profit,Postive,10,25.0,7,16.0,0.2857142857142857,0.7142857142857143,0.30434782608695654,0.6956521739130435
8168,purchas,Neutral,71,66.0,57,56.0,0.5182481751824818,0.48175182481751827,0.504424778761062,0.49557522123893805
8267,rais,Neutral,16,14.0,15,14.0,0.5333333333333333,0.4666666666666667,0.5172413793103449,0.4827586206896552
8340,real,Neutral,34,34.0,27,28.0,0.5,0.5,0.4909090909090909,0.509090909090909
8683,retail,Neutral,50,32.0,38,27.0,0.6097560975609756,0.3902439024390244,0.5846153846153846,0.4153846153846154
8697,return,Neutral,8,18.0,7,12.0,0.3076923076923077,0.6923076923076923,0.3684210526315789,0.631578947368421
8962,sale,Neutral,66,43.0,42,33.0,0.6055045871559633,0.3944954128440367,0.56,0.44
9008,save,Neutral,7,13.0,6,10.0,0.35,0.65,0.375,0.625
10188,suppli,Neutral,69,105.0,49,56.0,0.39655172413793105,0.603448275862069,0.4666666666666667,0.5333333333333333
10365,tax,Neutral,27,20.0,23,16.0,0.574468085106383,0.425531914893617,0.5897435897435898,0.41025641025641024
10387,technolog,Neutral,11,15.0,10,12.0,0.4230769230769231,0.5769230769230769,0.45454545454545453,0.5454545454545454
10725,trade,Neutral,105,105.0,57,46.0,0.5,0.5,0.5533980582524272,0.44660194174757284
10981,unemploy,Neutral,50,33.0,38,27.0,0.6024096385542169,0.39759036144578314,0.5846153846153846,0.4153846153846154
11340,wage,Neutral,14,10.0,10,8.0,0.5833333333333334,0.4166666666666667,0.5555555555555556,0.4444444444444444
11757,yield,Neutral,26,17.0,13,8.0,0.6046511627906976,0.3953488372093023,0.6190476190476191,0.38095238095238093
