DATE,GBP6MTD156N
1986-01-01,12.8551181818181818
1986-02-01,12.5156300000000000
1986-03-01,11.3306000000000000
1986-04-01,10.0639272727272727
1986-05-01,9.9421900000000000
1986-06-01,9.6733666666666667
1986-07-01,9.9646739130434783
1986-08-01,9.8093800000000000
1986-09-01,10.2123590909090909
1986-10-01,11.1915739130434783
1986-11-01,11.2773450000000000
1986-12-01,11.4226238095238095
1987-01-01,10.9486609523809524
1987-02-01,10.6484380000000000
1987-03-01,9.7947454545454545
1987-04-01,9.6601575000000000
1987-05-01,8.9015640000000000
1987-06-01,8.9659090909090909
1987-07-01,9.3913047826086957
1987-08-01,10.2937510000000000
1987-09-01,10.4275572727272727
1987-10-01,10.1518338095238095
1987-11-01,9.0096728571428571
1987-12-01,7.9857954545454545
1988-01-01,9.2171880000000000
1988-02-01,9.4672619047619048
1988-03-01,9.0849191304347826
1988-04-01,8.5723689473684211
1988-05-01,8.5250000000000000
1988-06-01,9.3103704545454545
1988-07-01,10.7180061904761905
1988-08-01,11.4609377272727273
1988-09-01,12.2826709090909091
1988-10-01,11.9970242857142857
1988-11-01,12.3377140909090909
1988-12-01,13.1515625000000000
1989-01-01,13.0014880952380952
1989-02-01,12.9546885000000000
1989-03-01,13.0781252380952381
1989-04-01,13.2281250000000000
1989-05-01,13.1984380000000000
1989-06-01,14.3295454545454545
1989-07-01,13.8690480952380952
1989-08-01,13.7771739130434783
1989-09-01,14.0610123809523810
1989-10-01,14.9630681818181818
1989-11-01,14.9943190909090909
1989-12-01,15.0394747368421053
1990-01-01,15.1569604545454545
1990-02-01,15.1718750000000000
1990-03-01,15.5106536363636364
1990-04-01,15.4975347368421053
1990-05-01,15.2946428571428571
1990-06-01,15.0208338095238095
1990-07-01,14.9076709090909091
1990-08-01,14.9389209090909091
1990-09-01,14.8562500000000000
1990-10-01,13.8220113043478261
1990-11-01,13.1534095454545455
1990-12-01,13.2310857894736842
1991-01-01,13.5575286363636364
1991-02-01,12.7687505000000000
1991-03-01,11.9726575000000000
1991-04-01,11.7053576190476190
1991-05-01,11.3132452380952381
1991-06-01,11.0494140000000000
