DATE,GBP1MTD156N
1995-01-01,6.1856400000000000
1995-02-01,6.5867600000000000
1995-03-01,6.3790765217391304
1995-04-01,6.2669277777777778
1995-05-01,6.3962057142857143
1995-06-01,6.4975145454545455
1995-07-01,6.7265628571428571
1995-08-01,6.7629613636363636
1995-09-01,6.7793900000000000
1995-10-01,6.7759240909090909
1995-11-01,6.7910159090909091
1995-12-01,6.6198605263157895
1996-01-01,6.4762077272727273
1996-02-01,6.3454242857142857
1996-03-01,6.1242561904761905
1996-04-01,6.0616778947368421
1996-05-01,6.0853800000000000
1996-06-01,5.8792965000000000
1996-07-01,5.8135191304347826
1996-08-01,5.8260795238095238
1996-09-01,5.8329614285714286
1996-10-01,5.9296882608695652
1996-11-01,6.1597842857142857
1996-12-01,6.1701185000000000
1997-01-01,6.2084522727272727
1997-02-01,6.1687500000000000
1997-03-01,6.1122542105263158
1997-04-01,6.1772022727272727
1997-05-01,6.3837895000000000
1997-06-01,6.5766990476190476
1997-07-01,6.8213321739130435
1997-08-01,7.1302740000000000
1997-09-01,7.1740063636363636
1997-10-01,7.2095808695652174
1997-11-01,7.4423825000000000
1997-12-01,7.5213919047619048
1998-01-01,7.4585190476190476
1998-02-01,7.5023440000000000
1998-03-01,7.5133938095238095
1998-04-01,7.4755870000000000
1998-05-01,7.4467510526315789
1998-06-01,7.5580613636363636
1998-07-01,7.5981665217391304
1998-08-01,7.6863285000000000
1998-09-01,7.4930750000000000
1998-10-01,7.4113619047619048
1998-11-01,7.0066747619047619
1998-12-01,6.6041161904761905
1999-01-01,6.0786415000000000
1999-02-01,5.6823370000000000
1999-03-01,5.5176586956521739
1999-04-01,5.3534060000000000
1999-05-01,5.3736368421052632
1999-06-01,5.1910086363636364
1999-07-01,5.1279277272727273
1999-08-01,5.1464671428571429
1999-09-01,5.2151927272727273
1999-10-01,5.4029176190476190
1999-11-01,5.4049831818181818
1999-12-01,5.7062830000000000
2000-01-01,5.8340625000000000
2000-02-01,6.1181861904761905
2000-03-01,6.0597630434782609
2000-04-01,6.0729177777777778
