DATE,GBP1MTD156N
2000-05-01,6.1417742857142857
2000-06-01,6.0921886363636364
2000-07-01,6.0715704761904762
2000-08-01,6.0629695454545455
2000-09-01,6.0795333333333333
2000-10-01,6.0637550000000000
2000-11-01,6.0302172727272727
2000-12-01,5.9488489473684211
2001-01-01,5.9249786363636364
2001-02-01,5.8060155000000000
2001-03-01,5.6411795454545455
2001-04-01,5.4501894736842105
2001-05-01,5.2778804761904762
2001-06-01,5.2073885714285714
2001-07-01,5.2237431818181818
2001-08-01,4.9820531818181818
2001-09-01,4.8212735000000000
2001-10-01,4.5030582608695652
2001-11-01,3.9867195454545455
2001-12-01,4.0621563157894737
2002-01-01,4.0109245454545455
2002-02-01,4.0131345000000000
2002-03-01,4.0735400000000000
2002-04-01,4.0250819047619048
2002-05-01,4.0063959090909091
2002-06-01,3.9783688888888889
2002-07-01,3.9194169565217391
2002-08-01,3.9740623809523810
2002-09-01,3.9852680952380952
2002-10-01,3.9667121739130435
2002-11-01,3.9421733333333333
2002-12-01,4.0107770000000000
2003-01-01,3.9684872727272727
2003-02-01,3.7704635000000000
2003-03-01,3.7005433333333333
2003-04-01,3.6796730000000000
2003-05-01,3.6657425000000000
2003-06-01,3.6757966666666667
2003-07-01,3.4881186956521739
2003-08-01,3.4819740000000000
2003-09-01,3.6623477272727273
2003-10-01,3.6686556521739130
2003-11-01,3.8150855000000000
2003-12-01,3.8912066666666667
2004-01-01,3.9102080952380952
2004-02-01,4.0882130000000000
2004-03-01,4.1585747826086957
2004-04-01,4.1955005000000000
2004-05-01,4.4113168421052632
2004-06-01,4.5722163636363636
2004-07-01,4.6449786363636364
2004-08-01,4.8435723809523810
2004-09-01,4.8520454545454545
2004-10-01,4.8349404761904762
2004-11-01,4.8257963636363636
2004-12-01,4.8382152380952381
2005-01-01,4.8378225000000000
2005-02-01,4.8404395000000000
2005-03-01,4.8645709523809524
2005-04-01,4.8642733333333333
2005-05-01,4.8596890000000000
2005-06-01,4.8439795454545455
2005-07-01,4.7418166666666667
2005-08-01,4.5979704545454545
2005-09-01,4.5977145454545455
2005-10-01,4.5877100000000000
2005-11-01,4.5900581818181818
2005-12-01,4.6303455000000000
2006-01-01,4.5977400000000000
2006-02-01,4.5741890000000000
2006-03-01,4.5770934782608696
2006-04-01,4.5917555555555556
2006-05-01,4.6522071428571429
2006-06-01,4.6730577272727273
2006-07-01,4.6545861904761905
2006-08-01,4.8726159090909091
2006-09-01,4.9187076190476190
2006-10-01,4.9608086363636364
2006-11-01,5.1275477272727273
2006-12-01,5.2395410526315789
2007-01-01,5.3419563636363636
2007-02-01,5.4244715000000000
2007-03-01,5.4357854545454545
2007-04-01,5.4754100000000000
2007-05-01,5.6467290476190476
2007-06-01,5.7168357142857143
2007-07-01,5.9097290909090909
2007-08-01,6.2935522727272727
2007-09-01,6.4910000000000000
2007-10-01,6.0725286956521739
2007-11-01,5.9939213636363636
2007-12-01,6.4651315789473684
2008-01-01,5.6168181818181818
2008-02-01,5.5477980952380952
2008-03-01,5.7009221052631579
2008-04-01,5.5651722727272727
2008-05-01,5.4509705000000000
2008-06-01,5.5025909523809524
2008-07-01,5.4230447826086957
2008-08-01,5.3718145000000000
2008-09-01,5.6000577272727273
2008-10-01,5.9397830434782609
2008-11-01,3.9579375000000000
2008-12-01,2.5575300000000000
2009-01-01,1.7367576190476190
2009-02-01,1.4655325000000000
2009-03-01,1.1803709090909091
2009-04-01,0.92014550000000000000
2009-05-01,0.74279789473684210526
2009-06-01,0.66461954545454545455
2009-07-01,0.60240434782608695652
2009-08-01,0.55715650000000000000
2009-09-01,0.50860909090909090909
2009-10-01,0.51011545454545454545
2009-11-01,0.51363428571428571429
2009-12-01,0.51387095238095238095
2010-01-01,0.51653350000000000000
2010-02-01,0.53153300000000000000
2010-03-01,0.54364086956521739130
2010-04-01,0.54975900000000000000
2010-05-01,0.56396578947368421053
2010-06-01,0.56855090909090909091
2010-07-01,0.57054090909090909091
2010-08-01,0.56940476190476190476
2010-09-01,0.56866545454545454545
2010-10-01,0.57003000000000000000
2010-11-01,0.57176227272727272727
2010-12-01,0.58232380952380952381
2011-01-01,0.59540750000000000000
2011-02-01,0.61067150000000000000
2011-03-01,0.61475782608695652174
2011-04-01,0.62347277777777777778
2011-05-01,0.62506550000000000000
2011-06-01,0.62637954545454545455
2011-07-01,0.62985476190476190476
2011-08-01,0.64708954545454545455
2011-09-01,0.67328909090909090909
2011-10-01,0.69769333333333333333
2011-11-01,0.72694681818181818182
2011-12-01,0.75817700000000000000
2012-01-01,0.77544714285714285714
2012-02-01,0.75580619047619047619
2012-03-01,0.71122954545454545455
2012-04-01,0.68873315789473684211
2012-05-01,0.67827045454545454545
2012-06-01,0.64327736842105263158
2012-07-01,0.58412772727272727273
2012-08-01,0.54499090909090909091
2012-09-01,0.52169100000000000000
2012-10-01,0.50451086956521739130
2012-11-01,0.49772727272727272727
2012-12-01,0.49444263157894736842
2013-01-01,0.49306909090909090909
2013-02-01,0.49231300000000000000
2013-03-01,0.49393750000000000000
2013-04-01,0.49315476190476190476
2013-05-01,0.49140095238095238095
2013-06-01,0.49278350000000000000
2013-07-01,0.49263826086956521739
2013-08-01,0.49211666666666666667
2013-09-01,0.49150619047619047619
2013-10-01,0.48832956521739130435
2013-11-01,0.48854333333333333333
2013-12-01,0.48909700000000000000
2014-01-01,0.48408045454545454545
2014-02-01,0.48260950000000000000
2014-03-01,0.48364904761904761905
2014-04-01,0.48597050000000000000
2014-05-01,0.48726750000000000000
2014-06-01,0.49020952380952380952
2014-07-01,0.49679043478260869565
2014-08-01,0.50111050000000000000
2014-09-01,0.50483090909090909091
2014-10-01,0.50539000000000000000
2014-11-01,0.50553350000000000000
2014-12-01,0.50238714285714285714
2015-01-01,0.50332333333333333333
2015-02-01,0.50372050000000000000
2015-03-01,0.50411318181818181818
2015-04-01,0.50553200000000000000
2015-05-01,0.50669000000000000000
2015-06-01,0.50825181818181818182
2015-07-01,0.50951173913043478261
2015-08-01,0.50703550000000000000
2015-09-01,0.50749590909090909091
2015-10-01,0.50740772727272727273
2015-11-01,0.50898904761904761905
2015-12-01,0.50369476190476190476
2016-01-01,0.51025250000000000000
2016-02-01,0.50920333333333333333
2016-03-01,0.50946095238095238095
2016-04-01,0.50869190476190476190
2016-05-01,0.51241300000000000000
2016-06-01,0.50898727272727272727
2016-07-01,0.46951000000000000000
2016-08-01,0.30120636363636363636
2016-09-01,0.26852636363636363636
2016-10-01,0.26549476190476190476
2016-11-01,0.26308181818181818182
2016-12-01,0.25891200000000000000
2017-01-01,0.26173666666666666667
2017-02-01,0.26327650000000000000
2017-03-01,0.25814956521739130435
2017-04-01,0.25545055555555555556
2017-05-01,0.25410904761904761905
2017-06-01,0.25181136363636363636
2017-07-01,0.25356095238095238095
2017-08-01,0.25109545454545454545
2017-09-01,0.25141285714285714286
2017-10-01,0.30881636363636363636
2017-11-01,0.48928363636363636364
2017-12-01,0.49440315789473684211
2018-01-01,0.49565863636363636364
2018-02-01,0.49510550000000000000
2018-03-01,0.50370952380952380952
2018-04-01,0.52444600000000000000
2018-05-01,0.50272047619047619048
2018-06-01,0.50174285714285714286
2018-07-01,0.58041954545454545455
2018-08-01,0.71957136363636363636
2018-09-01,0.72451500000000000000
2018-10-01,0.72222478260869565217
2018-11-01,0.73085500000000000000
2018-12-01,0.73204157894736842105
2019-01-01,0.73271090909090909091
2019-02-01,0.72999650000000000000
2019-03-01,0.72906809523809523810
2019-04-01,0.73155850000000000000
2019-05-01,0.73021714285714285714
2019-06-01,0.72390200000000000000
2019-07-01,0.71915956521739130435
2019-08-01,0.70919285714285714286
2019-09-01,0.71225809523809523810
2019-10-01,0.71310086956521739130
2019-11-01,0.71341952380952380952
2019-12-01,0.70651550000000000000
2020-01-01,0.66244545454545454545
2020-02-01,0.70680850000000000000
2020-03-01,0.35199136363636363636
2020-04-01,0.23347650000000000000
2020-05-01,0.13655526315789473684
2020-06-01,.
