,negative count,postive count,neutral count,p percentage,n percentage,p percentage no neutral,n percentage no neutral
forthcom,7.0,1.0,4.0,0.08333333333333333,0.5833333333333334,0.125,0.875
forward,59.0,44.0,74.0,0.24858757062146894,0.3333333333333333,0.42718446601941745,0.5728155339805825
four,4.0,0.0,13.0,0.0,0.23529411764705882,0.0,1.0
fourth,7.0,4.0,0.0,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6363636363636364
fragil,7.0,1.0,8.0,0.0625,0.4375,0.125,0.875
free,13.0,6.0,11.0,0.2,0.43333333333333335,0.3157894736842105,0.6842105263157895
ftse,30.0,42.0,47.0,0.35294117647058826,0.25210084033613445,0.5833333333333334,0.4166666666666667
full,4.0,5.0,2.0,0.45454545454545453,0.36363636363636365,0.5555555555555556,0.4444444444444444
fulli,8.0,20.0,47.0,0.26666666666666666,0.10666666666666667,0.7142857142857143,0.2857142857142857
function,9.0,2.0,11.0,0.09090909090909091,0.4090909090909091,0.18181818181818182,0.8181818181818182
fund,49.0,37.0,62.0,0.25,0.3310810810810811,0.43023255813953487,0.5697674418604651
furthermor,2.0,1.0,8.0,0.09090909090909091,0.18181818181818182,0.3333333333333333,0.6666666666666666
futur,39.0,28.0,44.0,0.25225225225225223,0.35135135135135137,0.417910447761194,0.582089552238806
gain,11.0,2.0,4.0,0.11764705882352941,0.6470588235294118,0.15384615384615385,0.8461538461538461
gap,7.0,2.0,2.0,0.18181818181818182,0.6363636363636364,0.2222222222222222,0.7777777777777778
gdp,15.0,10.0,15.0,0.25,0.375,0.4,0.6
gener,46.0,40.0,58.0,0.2777777777777778,0.3194444444444444,0.46511627906976744,0.5348837209302325
geopolit,6.0,1.0,8.0,0.06666666666666667,0.4,0.14285714285714285,0.8571428571428571
german,19.0,22.0,22.0,0.3492063492063492,0.30158730158730157,0.5365853658536586,0.4634146341463415
germani,8.0,4.0,24.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666666
gilt,23.0,18.0,31.0,0.25,0.3194444444444444,0.43902439024390244,0.5609756097560976
given,33.0,26.0,20.0,0.3291139240506329,0.4177215189873418,0.4406779661016949,0.559322033898305
global,44.0,40.0,69.0,0.26143790849673204,0.2875816993464052,0.47619047619047616,0.5238095238095238
good,10.0,5.0,4.0,0.2631578947368421,0.5263157894736842,0.3333333333333333,0.6666666666666666
govern,47.0,57.0,76.0,0.31666666666666665,0.2611111111111111,0.5480769230769231,0.4519230769230769
grade,26.0,18.0,26.0,0.2571428571428571,0.37142857142857144,0.4090909090909091,0.5909090909090909
gradual,7.0,6.0,8.0,0.2857142857142857,0.3333333333333333,0.46153846153846156,0.5384615384615384
greater,28.0,20.0,33.0,0.24691358024691357,0.345679012345679,0.4166666666666667,0.5833333333333334
greec,8.0,4.0,8.0,0.2,0.4,0.3333333333333333,0.6666666666666666
greek,8.0,5.0,11.0,0.20833333333333334,0.3333333333333333,0.38461538461538464,0.6153846153846154
gross,10.0,2.0,8.0,0.1,0.5,0.16666666666666666,0.8333333333333334
grow,13.0,10.0,13.0,0.2777777777777778,0.3611111111111111,0.43478260869565216,0.5652173913043478
grown,5.0,4.0,2.0,0.36363636363636365,0.45454545454545453,0.4444444444444444,0.5555555555555556
growth,57.0,45.0,69.0,0.2631578947368421,0.3333333333333333,0.4411764705882353,0.5588235294117647
guidanc,4.0,4.0,26.0,0.11764705882352941,0.11764705882352941,0.5,0.5
half,23.0,13.0,26.0,0.20967741935483872,0.3709677419354839,0.3611111111111111,0.6388888888888888
hand,10.0,4.0,4.0,0.2222222222222222,0.5555555555555556,0.2857142857142857,0.7142857142857143
hard,3.0,4.0,6.0,0.3076923076923077,0.23076923076923078,0.5714285714285714,0.42857142857142855
headlin,3.0,4.0,6.0,0.3076923076923077,0.23076923076923078,0.5714285714285714,0.42857142857142855
hedg,6.0,4.0,2.0,0.3333333333333333,0.5,0.4,0.6
heighten,14.0,12.0,11.0,0.32432432432432434,0.3783783783783784,0.46153846153846156,0.5384615384615384
held,2.0,6.0,11.0,0.3157894736842105,0.10526315789473684,0.75,0.25
help,16.0,9.0,11.0,0.25,0.4444444444444444,0.36,0.64
high,35.0,33.0,51.0,0.2773109243697479,0.29411764705882354,0.4852941176470588,0.5147058823529411
higher,57.0,58.0,62.0,0.327683615819209,0.3220338983050847,0.5043478260869565,0.4956521739130435
highest,10.0,9.0,11.0,0.3,0.3333333333333333,0.47368421052631576,0.5263157894736842
highli,7.0,2.0,13.0,0.09090909090909091,0.3181818181818182,0.2222222222222222,0.7777777777777778
histor,13.0,22.0,24.0,0.3728813559322034,0.22033898305084745,0.6285714285714286,0.37142857142857144
hold,22.0,10.0,15.0,0.2127659574468085,0.46808510638297873,0.3125,0.6875
horizon,10.0,9.0,20.0,0.23076923076923078,0.2564102564102564,0.47368421052631576,0.5263157894736842
hous,16.0,9.0,11.0,0.25,0.4444444444444444,0.36,0.64
household,13.0,13.0,26.0,0.25,0.25,0.5,0.5
howev,47.0,33.0,53.0,0.24812030075187969,0.3533834586466165,0.4125,0.5875
identifi,7.0,4.0,11.0,0.18181818181818182,0.3181818181818182,0.36363636363636365,0.6363636363636364
imf,7.0,9.0,4.0,0.45,0.35,0.5625,0.4375
immedi,21.0,18.0,44.0,0.21686746987951808,0.25301204819277107,0.46153846153846156,0.5384615384615384
impact,35.0,24.0,49.0,0.2222222222222222,0.32407407407407407,0.4067796610169492,0.5932203389830508
impli,60.0,65.0,85.0,0.30952380952380953,0.2857142857142857,0.52,0.48
implic,19.0,12.0,11.0,0.2857142857142857,0.4523809523809524,0.3870967741935484,0.6129032258064516
import,25.0,14.0,13.0,0.2692307692307692,0.4807692307692308,0.358974358974359,0.6410256410256411
improv,38.0,21.0,31.0,0.23333333333333334,0.4222222222222222,0.3559322033898305,0.6440677966101694
includ,36.0,17.0,38.0,0.18681318681318682,0.3956043956043956,0.32075471698113206,0.6792452830188679
incom,13.0,4.0,11.0,0.14285714285714285,0.4642857142857143,0.23529411764705882,0.7647058823529411
incorpor,9.0,4.0,2.0,0.26666666666666666,0.6,0.3076923076923077,0.6923076923076923
increas,94.0,92.0,116.0,0.304635761589404,0.31125827814569534,0.4946236559139785,0.5053763440860215
inde,7.0,2.0,2.0,0.18181818181818182,0.6363636363636364,0.2222222222222222,0.7777777777777778
independ,3.0,1.0,11.0,0.06666666666666667,0.2,0.25,0.75
index,68.0,85.0,92.0,0.3469387755102041,0.27755102040816326,0.5555555555555556,0.4444444444444444
indic,64.0,57.0,96.0,0.2626728110599078,0.29493087557603687,0.47107438016528924,0.5289256198347108
individu,8.0,2.0,4.0,0.14285714285714285,0.5714285714285714,0.2,0.8
industri,11.0,4.0,20.0,0.11428571428571428,0.3142857142857143,0.26666666666666666,0.7333333333333333
inflat,88.0,93.0,107.0,0.3229166666666667,0.3055555555555556,0.5138121546961326,0.4861878453038674
inflationari,8.0,2.0,15.0,0.08,0.32,0.2,0.8
influenc,29.0,4.0,20.0,0.07547169811320754,0.5471698113207547,0.12121212121212122,0.8787878787878788
inform,14.0,8.0,11.0,0.24242424242424243,0.42424242424242425,0.36363636363636365,0.6363636363636364
initi,9.0,10.0,20.0,0.2564102564102564,0.23076923076923078,0.5263157894736842,0.47368421052631576
instantan,10.0,1.0,24.0,0.02857142857142857,0.2857142857142857,0.09090909090909091,0.9090909090909091
institut,17.0,5.0,8.0,0.16666666666666666,0.5666666666666667,0.22727272727272727,0.7727272727272727
instrument,10.0,8.0,8.0,0.3076923076923077,0.38461538461538464,0.4444444444444444,0.5555555555555556
insur,5.0,0.0,8.0,0.0,0.38461538461538464,0.0,1.0
intellig,12.0,6.0,24.0,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.6666666666666666
intensifi,8.0,2.0,2.0,0.16666666666666666,0.6666666666666666,0.2,0.8
interbank,7.0,10.0,2.0,0.5263157894736842,0.3684210526315789,0.5882352941176471,0.4117647058823529
interest,87.0,96.0,94.0,0.34657039711191334,0.3140794223826715,0.5245901639344263,0.47540983606557374
intern,48.0,38.0,65.0,0.25165562913907286,0.31788079470198677,0.4418604651162791,0.5581395348837209
interpret,15.0,18.0,13.0,0.391304347826087,0.32608695652173914,0.5454545454545454,0.45454545454545453
introduc,4.0,1.0,6.0,0.09090909090909091,0.36363636363636365,0.2,0.8
introduct,11.0,1.0,2.0,0.07142857142857142,0.7857142857142857,0.08333333333333333,0.9166666666666666
invest,43.0,37.0,40.0,0.30833333333333335,0.35833333333333334,0.4625,0.5375
investor,31.0,22.0,26.0,0.27848101265822783,0.3924050632911392,0.41509433962264153,0.5849056603773585
issu,23.0,16.0,6.0,0.35555555555555557,0.5111111111111111,0.41025641025641024,0.5897435897435898
issuanc,29.0,25.0,26.0,0.3125,0.3625,0.46296296296296297,0.5370370370370371
itali,8.0,2.0,13.0,0.08695652173913043,0.34782608695652173,0.2,0.8
italian,14.0,4.0,6.0,0.16666666666666666,0.5833333333333334,0.2222222222222222,0.7777777777777778
januari,16.0,20.0,33.0,0.2898550724637681,0.2318840579710145,0.5555555555555556,0.4444444444444444
japan,11.0,14.0,20.0,0.3111111111111111,0.24444444444444444,0.56,0.44
japanes,5.0,5.0,11.0,0.23809523809523808,0.23809523809523808,0.5,0.5
judg,15.0,6.0,8.0,0.20689655172413793,0.5172413793103449,0.2857142857142857,0.7142857142857143
juli,18.0,17.0,33.0,0.25,0.2647058823529412,0.4857142857142857,0.5142857142857142
june,13.0,16.0,29.0,0.27586206896551724,0.22413793103448276,0.5517241379310345,0.4482758620689655
key,9.0,8.0,8.0,0.32,0.36,0.47058823529411764,0.5294117647058824
kingdom,70.0,77.0,94.0,0.31950207468879666,0.29045643153526973,0.5238095238095238,0.47619047619047616
labour,18.0,5.0,11.0,0.14705882352941177,0.5294117647058824,0.21739130434782608,0.782608695652174
larg,47.0,37.0,38.0,0.30327868852459017,0.38524590163934425,0.44047619047619047,0.5595238095238095
larger,18.0,10.0,13.0,0.24390243902439024,0.43902439024390244,0.35714285714285715,0.6428571428571429
largest,9.0,1.0,11.0,0.047619047619047616,0.42857142857142855,0.1,0.9
last,15.0,17.0,15.0,0.3617021276595745,0.3191489361702128,0.53125,0.46875
late,18.0,9.0,22.0,0.1836734693877551,0.3673469387755102,0.3333333333333333,0.6666666666666666
later,10.0,13.0,13.0,0.3611111111111111,0.2777777777777778,0.5652173913043478,0.43478260869565216
latest,17.0,13.0,31.0,0.21311475409836064,0.2786885245901639,0.43333333333333335,0.5666666666666667
latter,7.0,5.0,8.0,0.25,0.35,0.4166666666666667,0.5833333333333334
le,54.0,37.0,40.0,0.2824427480916031,0.4122137404580153,0.4065934065934066,0.5934065934065934
lead,24.0,9.0,11.0,0.20454545454545456,0.5454545454545454,0.2727272727272727,0.7272727272727273
least,16.0,21.0,8.0,0.4666666666666667,0.35555555555555557,0.5675675675675675,0.43243243243243246
leav,14.0,12.0,11.0,0.32432432432432434,0.3783783783783784,0.46153846153846156,0.5384615384615384
led,14.0,16.0,24.0,0.2962962962962963,0.25925925925925924,0.5333333333333333,0.4666666666666667
left,7.0,6.0,24.0,0.16216216216216217,0.1891891891891892,0.46153846153846156,0.5384615384615384
lend,29.0,10.0,29.0,0.14705882352941177,0.4264705882352941,0.2564102564102564,0.7435897435897436
level,73.0,68.0,78.0,0.3105022831050228,0.3333333333333333,0.48226950354609927,0.5177304964539007
liabil,3.0,6.0,2.0,0.5454545454545454,0.2727272727272727,0.6666666666666666,0.3333333333333333
libor,20.0,6.0,15.0,0.14634146341463414,0.4878048780487805,0.23076923076923078,0.7692307692307693
light,9.0,9.0,0.0,0.5,0.5,0.5,0.5
like,55.0,45.0,56.0,0.28846153846153844,0.3525641025641026,0.45,0.55
likelihood,10.0,5.0,15.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
limit,16.0,8.0,22.0,0.17391304347826086,0.34782608695652173,0.3333333333333333,0.6666666666666666
line,15.0,18.0,33.0,0.2727272727272727,0.22727272727272727,0.5454545454545454,0.45454545454545453
link,13.0,17.0,8.0,0.4473684210526316,0.34210526315789475,0.5666666666666667,0.43333333333333335
liquid,25.0,21.0,22.0,0.3088235294117647,0.36764705882352944,0.45652173913043476,0.5434782608695652
littl,72.0,77.0,85.0,0.32905982905982906,0.3076923076923077,0.5167785234899329,0.48322147651006714
loan,12.0,5.0,15.0,0.15625,0.375,0.29411764705882354,0.7058823529411765
local,8.0,1.0,2.0,0.09090909090909091,0.7272727272727273,0.1111111111111111,0.8888888888888888
long,33.0,61.0,40.0,0.4552238805970149,0.2462686567164179,0.648936170212766,0.35106382978723405
longer,65.0,56.0,80.0,0.27860696517412936,0.32338308457711445,0.4628099173553719,0.5371900826446281
look,18.0,8.0,11.0,0.21621621621621623,0.4864864864864865,0.3076923076923077,0.6923076923076923
loosen,9.0,0.0,11.0,0.0,0.45,0.0,1.0
loss,12.0,1.0,6.0,0.05263157894736842,0.631578947368421,0.07692307692307693,0.9230769230769231
low,38.0,45.0,60.0,0.3146853146853147,0.26573426573426573,0.5421686746987951,0.4578313253012048
lower,63.0,53.0,67.0,0.2896174863387978,0.3442622950819672,0.45689655172413796,0.5431034482758621
lowest,12.0,10.0,11.0,0.30303030303030304,0.36363636363636365,0.45454545454545453,0.5454545454545454
macroeconom,9.0,12.0,6.0,0.4444444444444444,0.3333333333333333,0.5714285714285714,0.42857142857142855
made,13.0,9.0,13.0,0.2571428571428571,0.37142857142857144,0.4090909090909091,0.5909090909090909
main,23.0,18.0,33.0,0.24324324324324326,0.3108108108108108,0.43902439024390244,0.5609756097560976
mainli,5.0,4.0,8.0,0.23529411764705882,0.29411764705882354,0.4444444444444444,0.5555555555555556
maintain,12.0,4.0,2.0,0.2222222222222222,0.6666666666666666,0.25,0.75
major,52.0,38.0,71.0,0.2360248447204969,0.32298136645962733,0.4222222222222222,0.5777777777777777
make,13.0,5.0,4.0,0.22727272727272727,0.5909090909090909,0.2777777777777778,0.7222222222222222
mani,26.0,26.0,20.0,0.3611111111111111,0.3611111111111111,0.5,0.5
manufactur,12.0,5.0,11.0,0.17857142857142858,0.42857142857142855,0.29411764705882354,0.7058823529411765
march,21.0,21.0,35.0,0.2727272727272727,0.2727272727272727,0.5,0.5
margin,11.0,4.0,6.0,0.19047619047619047,0.5238095238095238,0.26666666666666666,0.7333333333333333
mark,14.0,17.0,13.0,0.38636363636363635,0.3181818181818182,0.5483870967741935,0.45161290322580644
markedli,11.0,8.0,20.0,0.20512820512820512,0.28205128205128205,0.42105263157894735,0.5789473684210527
market,110.0,102.0,130.0,0.2982456140350877,0.3216374269005848,0.4811320754716981,0.5188679245283019
mask,5.0,4.0,4.0,0.3076923076923077,0.38461538461538464,0.4444444444444444,0.5555555555555556
materi,10.0,16.0,20.0,0.34782608695652173,0.21739130434782608,0.6153846153846154,0.38461538461538464
matur,29.0,30.0,31.0,0.3333333333333333,0.32222222222222224,0.5084745762711864,0.4915254237288136
may,38.0,46.0,58.0,0.323943661971831,0.2676056338028169,0.5476190476190477,0.4523809523809524
mean,10.0,13.0,6.0,0.4482758620689655,0.3448275862068966,0.5652173913043478,0.43478260869565216
meant,11.0,2.0,2.0,0.13333333333333333,0.7333333333333333,0.15384615384615385,0.8461538461538461
measur,43.0,42.0,60.0,0.2896551724137931,0.296551724137931,0.49411764705882355,0.5058823529411764
mechan,7.0,1.0,4.0,0.08333333333333333,0.5833333333333334,0.125,0.875
median,5.0,2.0,13.0,0.1,0.25,0.2857142857142857,0.7142857142857143
medium,12.0,21.0,26.0,0.3559322033898305,0.2033898305084746,0.6363636363636364,0.36363636363636365
meet,83.0,78.0,96.0,0.3035019455252918,0.3229571984435798,0.484472049689441,0.515527950310559
member,27.0,10.0,22.0,0.1694915254237288,0.4576271186440678,0.2702702702702703,0.7297297297297297
mid,23.0,8.0,24.0,0.14545454545454545,0.41818181818181815,0.25806451612903225,0.7419354838709677
middl,17.0,13.0,15.0,0.28888888888888886,0.37777777777777777,0.43333333333333335,0.5666666666666667
might,64.0,48.0,53.0,0.2909090909090909,0.3878787878787879,0.42857142857142855,0.5714285714285714
minut,10.0,16.0,13.0,0.41025641025641024,0.2564102564102564,0.6153846153846154,0.38461538461538464
mix,3.0,5.0,6.0,0.35714285714285715,0.21428571428571427,0.625,0.375
moder,7.0,1.0,8.0,0.0625,0.4375,0.125,0.875
modest,13.0,1.0,20.0,0.029411764705882353,0.38235294117647056,0.07142857142857142,0.9285714285714286
modestli,4.0,5.0,11.0,0.25,0.2,0.5555555555555556,0.4444444444444444
monetari,40.0,48.0,71.0,0.3018867924528302,0.25157232704402516,0.5454545454545454,0.45454545454545453
money,33.0,17.0,20.0,0.24285714285714285,0.4714285714285714,0.34,0.66
monitor,7.0,1.0,11.0,0.05263157894736842,0.3684210526315789,0.125,0.875
month,97.0,94.0,116.0,0.30618892508143325,0.31596091205211724,0.49214659685863876,0.5078534031413613
monthli,4.0,5.0,4.0,0.38461538461538464,0.3076923076923077,0.5555555555555556,0.4444444444444444
moreov,8.0,4.0,6.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666
mortgag,24.0,13.0,15.0,0.25,0.46153846153846156,0.35135135135135137,0.6486486486486487
move,31.0,45.0,51.0,0.3543307086614173,0.2440944881889764,0.5921052631578947,0.40789473684210525
movement,58.0,61.0,65.0,0.33152173913043476,0.31521739130434784,0.5126050420168067,0.48739495798319327
mpc,34.0,41.0,53.0,0.3203125,0.265625,0.5466666666666666,0.4533333333333333
much,36.0,26.0,38.0,0.26,0.36,0.41935483870967744,0.5806451612903226
narrow,24.0,14.0,13.0,0.27450980392156865,0.47058823529411764,0.3684210526315789,0.631578947368421
nation,9.0,8.0,13.0,0.26666666666666666,0.3,0.47058823529411764,0.5294117647058824
natur,7.0,4.0,0.0,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6363636363636364
near,21.0,36.0,20.0,0.4675324675324675,0.2727272727272727,0.631578947368421,0.3684210526315789
nearli,10.0,14.0,15.0,0.358974358974359,0.2564102564102564,0.5833333333333334,0.4166666666666667
necessari,10.0,6.0,2.0,0.3333333333333333,0.5555555555555556,0.375,0.625
need,28.0,12.0,15.0,0.21818181818181817,0.509090909090909,0.3,0.7
neg,11.0,5.0,22.0,0.13157894736842105,0.2894736842105263,0.3125,0.6875
negoti,6.0,6.0,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5
net,20.0,8.0,17.0,0.17777777777777778,0.4444444444444444,0.2857142857142857,0.7142857142857143
nevertheless,12.0,14.0,20.0,0.30434782608695654,0.2608695652173913,0.5384615384615384,0.46153846153846156
new,29.0,21.0,29.0,0.26582278481012656,0.3670886075949367,0.42,0.58
news,31.0,34.0,49.0,0.2982456140350877,0.2719298245614035,0.5230769230769231,0.47692307692307695
next,32.0,18.0,26.0,0.23684210526315788,0.42105263157894735,0.36,0.64
nomin,28.0,34.0,33.0,0.35789473684210527,0.29473684210526313,0.5483870967741935,0.45161290322580644
non,40.0,16.0,24.0,0.2,0.5,0.2857142857142857,0.7142857142857143
nonetheless,2.0,5.0,11.0,0.2777777777777778,0.1111111111111111,0.7142857142857143,0.2857142857142857
normal,10.0,6.0,6.0,0.2727272727272727,0.45454545454545453,0.375,0.625
notabl,9.0,12.0,17.0,0.3157894736842105,0.23684210526315788,0.5714285714285714,0.42857142857142855
note,33.0,29.0,22.0,0.34523809523809523,0.39285714285714285,0.46774193548387094,0.532258064516129
novemb,28.0,24.0,24.0,0.3157894736842105,0.3684210526315789,0.46153846153846156,0.5384615384615384
number,49.0,22.0,33.0,0.21153846153846154,0.47115384615384615,0.30985915492957744,0.6901408450704225
observ,7.0,4.0,6.0,0.23529411764705882,0.4117647058823529,0.36363636363636365,0.6363636363636364
occupi,5.0,4.0,4.0,0.3076923076923077,0.38461538461538464,0.4444444444444444,0.5555555555555556
occur,9.0,21.0,24.0,0.3888888888888889,0.16666666666666666,0.7,0.3
octob,14.0,13.0,17.0,0.29545454545454547,0.3181818181818182,0.48148148148148145,0.5185185185185185
offer,6.0,2.0,6.0,0.14285714285714285,0.42857142857142855,0.25,0.75
offici,37.0,44.0,15.0,0.4583333333333333,0.3854166666666667,0.5432098765432098,0.4567901234567901
offset,16.0,13.0,4.0,0.3939393939393939,0.48484848484848486,0.4482758620689655,0.5517241379310345
oi,22.0,13.0,49.0,0.15476190476190477,0.2619047619047619,0.37142857142857144,0.6285714285714286
oil,21.0,17.0,17.0,0.3090909090909091,0.38181818181818183,0.4473684210526316,0.5526315789473685
one,43.0,36.0,56.0,0.26666666666666666,0.31851851851851853,0.45569620253164556,0.5443037974683544
open,23.0,12.0,24.0,0.2033898305084746,0.3898305084745763,0.34285714285714286,0.6571428571428571
oper,13.0,5.0,26.0,0.11363636363636363,0.29545454545454547,0.2777777777777778,0.7222222222222222
option,22.0,20.0,42.0,0.23809523809523808,0.2619047619047619,0.47619047619047616,0.5238095238095238
order,5.0,2.0,4.0,0.18181818181818182,0.45454545454545453,0.2857142857142857,0.7142857142857143
other,9.0,0.0,2.0,0.0,0.8181818181818182,0.0,1.0
otherwis,4.0,4.0,6.0,0.2857142857142857,0.2857142857142857,0.5,0.5
outcom,13.0,5.0,13.0,0.16129032258064516,0.41935483870967744,0.2777777777777778,0.7222222222222222
outlook,42.0,28.0,38.0,0.25925925925925924,0.3888888888888889,0.4,0.6
outperform,3.0,2.0,6.0,0.18181818181818182,0.2727272727272727,0.4,0.6
output,16.0,16.0,15.0,0.3404255319148936,0.3404255319148936,0.5,0.5
outturn,7.0,5.0,13.0,0.2,0.28,0.4166666666666667,0.5833333333333334
overal,32.0,13.0,13.0,0.22413793103448276,0.5517241379310345,0.28888888888888886,0.7111111111111111
overnight,16.0,21.0,42.0,0.26582278481012656,0.20253164556962025,0.5675675675675675,0.43243243243243246
oversea,17.0,16.0,13.0,0.34782608695652173,0.3695652173913043,0.48484848484848486,0.5151515151515151
p,7.0,9.0,29.0,0.2,0.15555555555555556,0.5625,0.4375
pace,9.0,13.0,35.0,0.22807017543859648,0.15789473684210525,0.5909090909090909,0.4090909090909091
packag,7.0,6.0,13.0,0.23076923076923078,0.2692307692307692,0.46153846153846156,0.5384615384615384
paid,6.0,1.0,4.0,0.09090909090909091,0.5454545454545454,0.14285714285714285,0.8571428571428571
part,52.0,53.0,58.0,0.32515337423312884,0.31901840490797545,0.5047619047619047,0.49523809523809526
particip,55.0,62.0,67.0,0.33695652173913043,0.29891304347826086,0.5299145299145299,0.4700854700854701
particular,24.0,18.0,42.0,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.5714285714285714
particularli,44.0,28.0,40.0,0.25,0.39285714285714285,0.3888888888888889,0.6111111111111112
partli,31.0,16.0,20.0,0.23880597014925373,0.4626865671641791,0.3404255319148936,0.6595744680851063
partner,3.0,2.0,6.0,0.18181818181818182,0.2727272727272727,0.4,0.6
pas,4.0,6.0,6.0,0.375,0.25,0.6,0.4
past,48.0,44.0,38.0,0.3384615384615385,0.36923076923076925,0.4782608695652174,0.5217391304347826
path,30.0,33.0,31.0,0.35106382978723405,0.3191489361702128,0.5238095238095238,0.47619047619047616
pattern,11.0,10.0,4.0,0.4,0.44,0.47619047619047616,0.5238095238095238
pay,10.0,1.0,8.0,0.05263157894736842,0.5263157894736842,0.09090909090909091,0.9090909090909091
payment,6.0,2.0,4.0,0.16666666666666666,0.5,0.25,0.75
payrol,5.0,2.0,8.0,0.13333333333333333,0.3333333333333333,0.2857142857142857,0.7142857142857143
peak,16.0,13.0,17.0,0.2826086956521739,0.34782608695652173,0.4482758620689655,0.5517241379310345
pension,1.0,9.0,15.0,0.36,0.04,0.9,0.1
per,6.0,2.0,20.0,0.07142857142857142,0.21428571428571427,0.25,0.75
perceiv,15.0,5.0,24.0,0.11363636363636363,0.3409090909090909,0.25,0.75
percentag,13.0,14.0,13.0,0.35,0.325,0.5185185185185185,0.48148148148148145
percept,25.0,10.0,22.0,0.17543859649122806,0.43859649122807015,0.2857142857142857,0.7142857142857143
perform,4.0,5.0,4.0,0.38461538461538464,0.3076923076923077,0.5555555555555556,0.4444444444444444
perhap,21.0,26.0,15.0,0.41935483870967744,0.3387096774193548,0.5531914893617021,0.44680851063829785
period,47.0,36.0,62.0,0.2482758620689655,0.32413793103448274,0.43373493975903615,0.5662650602409639
peripher,3.0,6.0,2.0,0.5454545454545454,0.2727272727272727,0.6666666666666666,0.3333333333333333
peripheri,2.0,2.0,26.0,0.06666666666666667,0.06666666666666667,0.5,0.5
persist,23.0,10.0,2.0,0.2857142857142857,0.6571428571428571,0.30303030303030304,0.696969696969697
person,7.0,2.0,4.0,0.15384615384615385,0.5384615384615384,0.2222222222222222,0.7777777777777778
pick,19.0,18.0,29.0,0.2727272727272727,0.2878787878787879,0.4864864864864865,0.5135135135135135
pictur,7.0,6.0,15.0,0.21428571428571427,0.25,0.46153846153846156,0.5384615384615384
place,26.0,13.0,35.0,0.17567567567567569,0.35135135135135137,0.3333333333333333,0.6666666666666666
plan,12.0,6.0,8.0,0.23076923076923078,0.46153846153846156,0.3333333333333333,0.6666666666666666
play,5.0,1.0,8.0,0.07142857142857142,0.35714285714285715,0.16666666666666666,0.8333333333333334
point,79.0,82.0,101.0,0.31297709923664124,0.3015267175572519,0.5093167701863354,0.4906832298136646
polici,58.0,53.0,89.0,0.265,0.29,0.4774774774774775,0.5225225225225225
polit,6.0,12.0,8.0,0.46153846153846156,0.23076923076923078,0.6666666666666666,0.3333333333333333
poll,17.0,17.0,22.0,0.30357142857142855,0.30357142857142855,0.5,0.5
portfolio,6.0,1.0,17.0,0.041666666666666664,0.25,0.14285714285714285,0.8571428571428571
portugues,2.0,8.0,6.0,0.5,0.125,0.8,0.2
posit,32.0,33.0,33.0,0.336734693877551,0.32653061224489793,0.5076923076923077,0.49230769230769234
possibl,62.0,61.0,40.0,0.37423312883435583,0.3803680981595092,0.4959349593495935,0.5040650406504065
post,4.0,1.0,13.0,0.05555555555555555,0.2222222222222222,0.2,0.8
potenti,15.0,14.0,11.0,0.35,0.375,0.4827586206896552,0.5172413793103449
pre,3.0,8.0,17.0,0.2857142857142857,0.10714285714285714,0.7272727272727273,0.2727272727272727
predict,5.0,4.0,2.0,0.36363636363636365,0.45454545454545453,0.4444444444444444,0.5555555555555556
premia,28.0,12.0,24.0,0.1875,0.4375,0.3,0.7
premium,12.0,20.0,4.0,0.5555555555555556,0.3333333333333333,0.625,0.375
present,8.0,2.0,6.0,0.125,0.5,0.2,0.8
pressur,33.0,8.0,24.0,0.12307692307692308,0.5076923076923077,0.1951219512195122,0.8048780487804879
previou,52.0,45.0,71.0,0.26785714285714285,0.30952380952380953,0.4639175257731959,0.5360824742268041
previous,21.0,22.0,17.0,0.36666666666666664,0.35,0.5116279069767442,0.4883720930232558
price,99.0,94.0,127.0,0.29375,0.309375,0.48704663212435234,0.5129533678756477
primari,4.0,2.0,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
primarili,4.0,6.0,4.0,0.42857142857142855,0.2857142857142857,0.6,0.4
prime,10.0,1.0,0.0,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.9090909090909091
prior,8.0,6.0,26.0,0.15,0.2,0.42857142857142855,0.5714285714285714
privat,17.0,14.0,15.0,0.30434782608695654,0.3695652173913043,0.45161290322580644,0.5483870967741935
probabl,44.0,33.0,33.0,0.3,0.4,0.42857142857142855,0.5714285714285714
problem,11.0,1.0,8.0,0.05,0.55,0.08333333333333333,0.9166666666666666
process,12.0,1.0,4.0,0.058823529411764705,0.7058823529411765,0.07692307692307693,0.9230769230769231
produc,7.0,2.0,4.0,0.15384615384615385,0.5384615384615384,0.2222222222222222,0.7777777777777778
product,18.0,8.0,13.0,0.20512820512820512,0.46153846153846156,0.3076923076923077,0.6923076923076923
