,negative count,postive count,neutral count,p percentage,n percentage,p percentage no neutral,n percentage no neutral
addit,44.0,28.0,33.0,0.26666666666666666,0.41904761904761906,0.3888888888888889,0.6111111111111112
adjust,47.0,50.0,33.0,0.38461538461538464,0.36153846153846153,0.5154639175257731,0.4845360824742268
advanc,2.0,6.0,13.0,0.2857142857142857,0.09523809523809523,0.75,0.25
advers,12.0,16.0,13.0,0.3902439024390244,0.2926829268292683,0.5714285714285714,0.42857142857142855
affect,52.0,34.0,33.0,0.2857142857142857,0.4369747899159664,0.3953488372093023,0.6046511627906976
afford,4.0,1.0,6.0,0.09090909090909091,0.36363636363636365,0.2,0.8
agent,89.0,81.0,80.0,0.324,0.356,0.4764705882352941,0.5235294117647059
aggreg,41.0,49.0,33.0,0.3983739837398374,0.3333333333333333,0.5444444444444444,0.45555555555555555
ago,22.0,20.0,6.0,0.4166666666666667,0.4583333333333333,0.47619047619047616,0.5238095238095238
agre,10.0,5.0,8.0,0.21739130434782608,0.43478260869565216,0.3333333333333333,0.6666666666666666
ahead,34.0,30.0,31.0,0.3157894736842105,0.35789473684210527,0.46875,0.53125
albeit,11.0,12.0,11.0,0.35294117647058826,0.3235294117647059,0.5217391304347826,0.4782608695652174
align,9.0,9.0,2.0,0.45,0.45,0.5,0.5
allow,15.0,10.0,17.0,0.23809523809523808,0.35714285714285715,0.4,0.6
almost,20.0,16.0,17.0,0.3018867924528302,0.37735849056603776,0.4444444444444444,0.5555555555555556
alongsid,5.0,4.0,17.0,0.15384615384615385,0.19230769230769232,0.4444444444444444,0.5555555555555556
